"","track_id","track_artist","track_name","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","explicit","track_length","duration_min","mode_fct","key_fct","genre"
"4761","5NU06VDACIgGzfhqmZwWMy","Grupo Renuente","Sangre de Cosala","0",0.614,0.594,0,-7.994,1,0.0862,0.27,0,0.0679,0.808,165.136,160573,FALSE,2M 40.573S,2M 41S,"Major","C","corrido"
"4762","5NU06VDACIgGzfhqmZwWMy","Grupo Renuente","Sangre de Cosala","0",0.614,0.594,0,-7.994,1,0.0862,0.27,0,0.0679,0.808,165.136,160573,FALSE,2M 40.573S,2M 41S,"Major","C"," corridos alternativos"
"4763","5NU06VDACIgGzfhqmZwWMy","Grupo Renuente","Sangre de Cosala","0",0.614,0.594,0,-7.994,1,0.0862,0.27,0,0.0679,0.808,165.136,160573,FALSE,2M 40.573S,2M 41S,"Major","C"," corridos tumbados"
"4764","5NU06VDACIgGzfhqmZwWMy","Grupo Renuente","Sangre de Cosala","0",0.614,0.594,0,-7.994,1,0.0862,0.27,0,0.0679,0.808,165.136,160573,FALSE,2M 40.573S,2M 41S,"Major","C"," musica mexicana"
"4765","5NU06VDACIgGzfhqmZwWMy","Grupo Renuente","Sangre de Cosala","0",0.614,0.594,0,-7.994,1,0.0862,0.27,0,0.0679,0.808,165.136,160573,FALSE,2M 40.573S,2M 41S,"Major","C"," nueva musica mexicana"
"4766","0u94bAGX6vihhbvhnme0xV","J. Chang-Tablada","Santa Clause Is Back in Town","0",0.635,0.379,3,-5.067,1,0.0349,0.819,0,0.107,0.398,72.415,173552,FALSE,2M 53.552S,2M 54S,"Major","D#/Eb","uncategorised"
"4767","4iCCC06L9tGRmPWPJPBRrb","Cal Tjader","Santo Domingo - Live","0",0.582,0.601,7,-17.337,1,0.206,0.491,0.749,0.684,0.682,156.634,207600,FALSE,3M 27.6S,3M 28S,"Major","G","bossa nova"
"4768","4iCCC06L9tGRmPWPJPBRrb","Cal Tjader","Santo Domingo - Live","0",0.582,0.601,7,-17.337,1,0.206,0.491,0.749,0.684,0.682,156.634,207600,FALSE,3M 27.6S,3M 28S,"Major","G"," cool jazz"
"4769","4iCCC06L9tGRmPWPJPBRrb","Cal Tjader","Santo Domingo - Live","0",0.582,0.601,7,-17.337,1,0.206,0.491,0.749,0.684,0.682,156.634,207600,FALSE,3M 27.6S,3M 28S,"Major","G"," jazz vibraphone"
"4770","4iCCC06L9tGRmPWPJPBRrb","Cal Tjader","Santo Domingo - Live","0",0.582,0.601,7,-17.337,1,0.206,0.491,0.749,0.684,0.682,156.634,207600,FALSE,3M 27.6S,3M 28S,"Major","G"," latin jazz"
